user_email,role,page_viewed,card_interacted,view_date,session_duration_seconds
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-13,555
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-13,555
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-13,569
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-13,569
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-13,569
analyst.ent@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-13,125
analyst.ent@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-13,125
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-13,306
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-13,306
sales.southeast@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-13,560
sales.southeast@company.com,regional_sales,Market Intelligence,Volume vs Compression,2026-03-13,560
sales.midwest@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-13,36
sales.midwest@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-13,243
sales.midwest@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-13,243
sales.midwest@company.com,regional_sales,Market Intelligence,Compression Drivers,2026-03-13,243
sales.west@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-13,61
sales.west@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-13,61
sales.west@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-13,61
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-15,220
sales.southwest@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-15,258
sales.southwest@company.com,regional_sales,Procedure Detail,Outlier Procedures,2026-03-15,59
sales.southwest@company.com,regional_sales,Market Intelligence,Compression Drivers,2026-03-15,581
sales.southwest@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-15,581
sales.southwest@company.com,regional_sales,Market Intelligence,Volume vs Compression,2026-03-15,581
kristen.martino@company.com,finance_admin,Procedure Detail,Payment vs Benchmark,2026-03-16,46
kristen.martino@company.com,finance_admin,Procedure Detail,Outlier Procedures,2026-03-16,46
kristen.martino@company.com,finance_admin,Procedure Detail,Facility Mix Trend,2026-03-16,46
ceo@company.com,executive,Pipeline Intelligence,Market-Validated Pipeline,2026-03-16,235
ceo@company.com,executive,Pipeline Intelligence,Territory Alignment,2026-03-16,235
ceo@company.com,executive,Pipeline Intelligence,Pipeline by Specialty,2026-03-16,235
analyst.derm@company.com,specialty_analyst,Pipeline Intelligence,Pipeline by Specialty,2026-03-16,125
analyst.gastro@company.com,specialty_analyst,Adoption Tracking,Weekly Active Users,2026-03-16,315
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-16,184
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-16,184
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-16,184
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-16,156
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-16,156
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-16,156
analyst.ophtho@company.com,specialty_analyst,Pipeline Intelligence,Territory Alignment,2026-03-16,43
analyst.ophtho@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-16,102
analyst.ophtho@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-16,102
analyst.ent@company.com,specialty_analyst,Pipeline Intelligence,Territory Alignment,2026-03-16,97
analyst.ent@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-16,385
analyst.ent@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-16,385
analyst.ent@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-16,385
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-16,80
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-16,325
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-16,325
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-16,325
sales.southeast@company.com,regional_sales,Market Intelligence,Volume vs Compression,2026-03-16,410
sales.west@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-16,86
sales.west@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-16,78
kristen.martino@company.com,finance_admin,Pipeline Intelligence,Pipeline by Specialty,2026-03-17,112
kristen.martino@company.com,finance_admin,Pipeline Intelligence,Territory Alignment,2026-03-17,112
kristen.martino@company.com,finance_admin,Pipeline Intelligence,Market-Validated Pipeline,2026-03-17,112
ceo@company.com,executive,Market Intelligence,Pressure Index Ranking,2026-03-17,366
ceo@company.com,executive,Market Intelligence,Compression Drivers,2026-03-17,366
vp.sales@company.com,executive,Market Intelligence,Volume vs Compression,2026-03-17,144
analyst.derm@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-17,63
analyst.derm@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-17,63
analyst.derm@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-17,63
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-17,118
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-17,118
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-17,118
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-17,171
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-17,352
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-17,352
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-17,492
analyst.ent@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-17,288
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-17,194
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-17,194
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-17,194
sales.southeast@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-17,155
sales.southeast@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-17,155
sales.southeast@company.com,regional_sales,Market Intelligence,Compression Drivers,2026-03-17,155
sales.southwest@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-17,180
sales.southwest@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-17,221
sales.southwest@company.com,regional_sales,Market Intelligence,Volume vs Compression,2026-03-17,221
sales.southwest@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-17,221
kristen.martino@company.com,finance_admin,Adoption Tracking,Active vs Provisioned,2026-03-18,354
kristen.martino@company.com,finance_admin,Adoption Tracking,Weekly Active Users,2026-03-18,354
kristen.martino@company.com,finance_admin,Adoption Tracking,Most Viewed Cards,2026-03-18,354
kristen.martino@company.com,finance_admin,Market Intelligence,Territory Map,2026-03-18,242
kristen.martino@company.com,finance_admin,Market Intelligence,Compression Trend,2026-03-18,242
vp.sales@company.com,executive,Pipeline Intelligence,Market-Validated Pipeline,2026-03-18,92
vp.sales@company.com,executive,Market Intelligence,Volume vs Compression,2026-03-18,211
vp.sales@company.com,executive,Market Intelligence,Territory Map,2026-03-18,211
analyst.derm@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-18,312
analyst.derm@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-18,312
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-18,561
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-18,561
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-18,193
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-18,193
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-18,193
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-18,244
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-18,244
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-18,244
analyst.ent@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-18,345
analyst.ent@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-18,345
analyst.ent@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-18,345
analyst.ent@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-18,280
analyst.ent@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-18,280
analyst.ent@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-18,280
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-18,389
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-18,389
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-18,389
sales.northeast@company.com,regional_sales,Procedure Detail,Metric Comparison,2026-03-18,171
sales.northeast@company.com,regional_sales,Procedure Detail,Facility Mix Trend,2026-03-18,171
sales.northeast@company.com,regional_sales,Procedure Detail,Outlier Procedures,2026-03-18,171
sales.midwest@company.com,regional_sales,Market Intelligence,Compression Drivers,2026-03-18,545
sales.midwest@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-18,545
kristen.martino@company.com,finance_admin,Pipeline Intelligence,Pipeline by Specialty,2026-03-19,455
ceo@company.com,executive,Market Intelligence,Compression Drivers,2026-03-19,572
ceo@company.com,executive,Market Intelligence,Territory Map,2026-03-19,572
vp.sales@company.com,executive,Pipeline Intelligence,Pipeline by Specialty,2026-03-19,587
vp.sales@company.com,executive,Pipeline Intelligence,Territory Alignment,2026-03-19,587
vp.sales@company.com,executive,Pipeline Intelligence,Market-Validated Pipeline,2026-03-19,587
analyst.derm@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-19,431
analyst.derm@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-19,294
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Pipeline by Specialty,2026-03-19,70
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Market-Validated Pipeline,2026-03-19,70
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-19,109
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-19,109
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-19,111
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-19,111
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-19,42
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-19,352
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-19,352
analyst.ent@company.com,specialty_analyst,Adoption Tracking,Weekly Active Users,2026-03-19,230
analyst.ent@company.com,specialty_analyst,Adoption Tracking,Active vs Provisioned,2026-03-19,230
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-19,266
sales.northeast@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-19,542
sales.northeast@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-19,542
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-19,523
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-19,523
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-19,523
sales.west@company.com,regional_sales,PDP Governance,Access Matrix,2026-03-19,266
sales.west@company.com,regional_sales,PDP Governance,Role Distribution,2026-03-19,266
sales.west@company.com,regional_sales,PDP Governance,Verify Checks,2026-03-19,266
sales.west@company.com,regional_sales,Market Intelligence,Compression Drivers,2026-03-19,164
sales.west@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-19,164
sales.west@company.com,regional_sales,Market Intelligence,Volume vs Compression,2026-03-19,164
kristen.martino@company.com,finance_admin,PDP Governance,Verify Checks,2026-03-20,490
kristen.martino@company.com,finance_admin,PDP Governance,Access Matrix,2026-03-20,490
kristen.martino@company.com,finance_admin,Market Intelligence,Compression Drivers,2026-03-20,350
kristen.martino@company.com,finance_admin,Market Intelligence,Volume vs Compression,2026-03-20,350
kristen.martino@company.com,finance_admin,Market Intelligence,Pressure Index Ranking,2026-03-20,350
analyst.derm@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-20,124
analyst.derm@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-20,124
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-20,37
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-20,37
analyst.gastro@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-20,316
analyst.gastro@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-20,316
analyst.gastro@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-20,316
analyst.ortho@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-20,283
analyst.ortho@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-20,283
analyst.ortho@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-20,283
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-20,253
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-20,253
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-20,66
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-20,66
analyst.ophtho@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-20,515
analyst.ent@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-20,378
analyst.ent@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-20,378
sales.northeast@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-20,269
sales.northeast@company.com,regional_sales,Market Intelligence,Volume vs Compression,2026-03-20,269
sales.midwest@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-20,391
sales.southwest@company.com,regional_sales,Procedure Detail,Metric Comparison,2026-03-20,53
sales.west@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-21,308
sales.west@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-21,308
analyst.derm@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-23,485
analyst.derm@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-23,485
analyst.derm@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-23,522
analyst.derm@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-23,522
analyst.derm@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-23,522
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Pipeline by Specialty,2026-03-23,360
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Market-Validated Pipeline,2026-03-23,360
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Territory Alignment,2026-03-23,360
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-23,220
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-23,470
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-23,470
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-23,470
analyst.ophtho@company.com,specialty_analyst,Pipeline Intelligence,Market-Validated Pipeline,2026-03-23,452
analyst.ent@company.com,specialty_analyst,Adoption Tracking,Active vs Provisioned,2026-03-23,394
analyst.ent@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-23,381
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-23,60
sales.northeast@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-23,80
sales.northeast@company.com,regional_sales,Market Intelligence,Volume vs Compression,2026-03-23,80
sales.northeast@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-23,80
sales.west@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-23,113
kristen.martino@company.com,finance_admin,Pipeline Intelligence,Territory Alignment,2026-03-24,390
vp.sales@company.com,executive,Market Intelligence,Pressure Index Ranking,2026-03-24,192
analyst.derm@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-24,73
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Territory Alignment,2026-03-24,156
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Market-Validated Pipeline,2026-03-24,156
analyst.gastro@company.com,specialty_analyst,Pipeline Intelligence,Pipeline by Specialty,2026-03-24,156
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-24,438
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-24,438
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-24,438
analyst.ortho@company.com,specialty_analyst,Adoption Tracking,Active vs Provisioned,2026-03-24,300
analyst.ortho@company.com,specialty_analyst,Adoption Tracking,Weekly Active Users,2026-03-24,300
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-24,565
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-24,565
analyst.ophtho@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-24,565
analyst.ent@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-24,501
analyst.ent@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-24,501
analyst.ent@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-24,177
analyst.ent@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-24,177
analyst.ent@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-24,102
analyst.ent@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-24,102
sales.northeast@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-24,61
sales.northeast@company.com,regional_sales,Market Intelligence,Compression Drivers,2026-03-24,61
sales.northeast@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-24,61
ceo@company.com,executive,Pipeline Intelligence,Market-Validated Pipeline,2026-03-25,587
ceo@company.com,executive,Pipeline Intelligence,Pipeline by Specialty,2026-03-25,587
ceo@company.com,executive,Market Intelligence,Compression Drivers,2026-03-25,169
ceo@company.com,executive,Market Intelligence,Pressure Index Ranking,2026-03-25,169
ceo@company.com,executive,Market Intelligence,Territory Map,2026-03-25,169
vp.sales@company.com,executive,Market Intelligence,Compression Trend,2026-03-25,585
vp.sales@company.com,executive,Market Intelligence,Compression Drivers,2026-03-25,585
analyst.derm@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-25,356
analyst.derm@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-25,356
analyst.gastro@company.com,specialty_analyst,Adoption Tracking,Weekly Active Users,2026-03-25,206
analyst.gastro@company.com,specialty_analyst,Adoption Tracking,Active vs Provisioned,2026-03-25,206
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-25,72
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-25,72
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-25,374
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-25,100
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-25,100
analyst.ophtho@company.com,specialty_analyst,Adoption Tracking,Weekly Active Users,2026-03-25,240
analyst.ophtho@company.com,specialty_analyst,Adoption Tracking,Active vs Provisioned,2026-03-25,240
analyst.ophtho@company.com,specialty_analyst,Adoption Tracking,Most Viewed Cards,2026-03-25,240
analyst.ent@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-25,180
analyst.ent@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-25,507
analyst.ent@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-25,507
analyst.ent@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-25,507
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-25,290
sales.southeast@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-25,568
sales.west@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-25,369
sales.west@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-25,369
kristen.martino@company.com,finance_admin,Market Intelligence,Volume vs Compression,2026-03-26,278
kristen.martino@company.com,finance_admin,Market Intelligence,Compression Drivers,2026-03-26,278
vp.sales@company.com,executive,Pipeline Intelligence,Market-Validated Pipeline,2026-03-26,438
vp.sales@company.com,executive,Pipeline Intelligence,Pipeline by Specialty,2026-03-26,438
vp.sales@company.com,executive,Pipeline Intelligence,Territory Alignment,2026-03-26,438
analyst.derm@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-26,512
analyst.derm@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-26,130
analyst.derm@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-26,130
analyst.derm@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-26,130
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-26,184
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-26,184
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-26,184
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-26,595
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-26,595
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-26,595
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-26,577
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-26,577
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-26,433
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-26,433
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-26,433
analyst.ent@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-26,156
analyst.ent@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-26,156
analyst.ent@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-26,156
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-26,458
sales.northeast@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-26,226
ceo@company.com,executive,Market Intelligence,Territory Map,2026-03-27,43
ceo@company.com,executive,Market Intelligence,Compression Drivers,2026-03-27,43
analyst.derm@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-27,315
analyst.derm@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-27,315
analyst.derm@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-27,444
analyst.derm@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-27,444
analyst.derm@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-27,444
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-27,564
analyst.gastro@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-27,564
analyst.gastro@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-27,411
analyst.gastro@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-27,411
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-27,151
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-27,151
analyst.ortho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-27,151
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-27,167
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-27,167
analyst.ortho@company.com,specialty_analyst,Market Intelligence,Compression Drivers,2026-03-27,167
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-27,43
analyst.ent@company.com,specialty_analyst,Market Intelligence,Pressure Index Ranking,2026-03-27,307
analyst.ent@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-27,307
analyst.ent@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-27,307
ceo@company.com,executive,Adoption Tracking,Weekly Active Users,2026-03-29,456
ceo@company.com,executive,Adoption Tracking,Most Viewed Cards,2026-03-29,456
ceo@company.com,executive,Market Intelligence,Compression Trend,2026-03-29,545
ceo@company.com,executive,Market Intelligence,Pressure Index Ranking,2026-03-29,545
vp.sales@company.com,executive,Pipeline Intelligence,Territory Alignment,2026-03-29,169
vp.sales@company.com,executive,Market Intelligence,Pressure Index Ranking,2026-03-29,279
sales.midwest@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-29,43
sales.midwest@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-29,43
sales.midwest@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-29,562
sales.midwest@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-29,562
sales.midwest@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-29,562
kristen.martino@company.com,finance_admin,Adoption Tracking,Active vs Provisioned,2026-03-30,344
kristen.martino@company.com,finance_admin,Procedure Detail,Outlier Procedures,2026-03-30,514
ceo@company.com,executive,Market Intelligence,Volume vs Compression,2026-03-30,215
ceo@company.com,executive,Market Intelligence,Territory Map,2026-03-30,215
vp.sales@company.com,executive,Market Intelligence,Volume vs Compression,2026-03-30,373
vp.sales@company.com,executive,Market Intelligence,Territory Map,2026-03-30,373
analyst.derm@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-30,329
analyst.derm@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-30,329
analyst.derm@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-30,329
analyst.derm@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-30,159
analyst.derm@company.com,specialty_analyst,PDP Governance,Role Distribution,2026-03-30,159
analyst.derm@company.com,specialty_analyst,Market Intelligence,Territory Map,2026-03-30,322
analyst.derm@company.com,specialty_analyst,Market Intelligence,Compression Trend,2026-03-30,322
analyst.gastro@company.com,specialty_analyst,Market Intelligence,Volume vs Compression,2026-03-30,219
analyst.ortho@company.com,specialty_analyst,Adoption Tracking,Active vs Provisioned,2026-03-30,51
analyst.ortho@company.com,specialty_analyst,Adoption Tracking,Weekly Active Users,2026-03-30,51
analyst.ortho@company.com,specialty_analyst,Adoption Tracking,Most Viewed Cards,2026-03-30,51
analyst.ortho@company.com,specialty_analyst,PDP Governance,Access Matrix,2026-03-30,553
